,y_yes
13128,0
32550,0
30393,1
20491,0
30866,0
18955,0
17337,0
30811,0
14991,0
21349,0
26917,0
38590,1
26849,0
32244,0
435,0
11223,0
19800,0
7232,0
22546,0
8915,0
18115,0
24479,0
31171,0
16472,0
24230,0
25709,0
37378,0
34063,0
4059,0
37032,0
947,0
19272,0
31473,0
24592,0
6733,0
2978,0
14856,0
9305,0
1960,0
13359,0
176,0
18675,0
4212,0
30744,1
31505,0
23544,0
9939,0
36428,1
40100,0
1481,0
2022,0
11085,0
32113,0
21589,0
3079,0
20961,0
15362,0
7140,0
19352,0
23772,0
25679,0
40755,1
31169,0
14152,0
35134,0
36004,0
7910,0
38403,1
368,0
15999,0
33733,0
38017,0
37993,0
38035,0
27525,0
40707,0
13838,0
27272,0
32051,0
32343,0
40432,0
39354,0
12785,1
35343,0
15935,1
1498,0
25197,0
20964,0
15411,0
33796,0
18300,0
14309,0
31250,0
28769,0
38484,0
35931,1
19301,0
9980,0
40097,1
39915,1
29208,1
3741,0
13415,0
32497,0
17059,0
32536,0
26321,0
23549,0
40009,0
13433,0
27853,1
38722,1
38649,1
21966,0
25455,0
10803,0
23581,0
38442,1
39000,1
12199,0
33419,0
17970,0
5662,0
39349,1
27958,1
18668,0
5278,0
27960,0
13094,0
3610,0
31057,0
39253,0
6190,0
19196,1
22750,0
36243,0
35894,0
11998,0
26431,0
20140,0
40408,0
23736,0
20925,0
35453,0
27581,0
38313,0
12448,0
11802,0
23871,0
4530,0
15888,0
23456,0
19475,1
20446,0
12129,0
34891,0
20668,0
1287,0
27081,1
6593,0
5606,0
18124,0
6762,1
14286,0
38047,1
9176,0
2891,0
31442,0
21024,0
18919,0
9002,0
40864,0
12514,0
13876,0
9986,0
31308,0
13367,0
37222,0
13308,0
33285,0
14630,0
29894,0
19789,0
3272,0
37445,0
7392,0
40197,1
14168,0
10697,0
24048,1
28044,0
10245,0
14536,0
36196,0
38729,1
25285,0
40135,1
16719,0
18346,0
30446,0
38555,0
28338,1
37628,0
19698,0
36425,0
6096,0
22688,0
7567,0
15938,1
27422,0
3784,0
39515,1
17461,0
34104,0
2672,0
31897,0
7778,0
35989,0
37092,0
4349,0
37761,0
19633,0
11059,0
20488,0
14221,0
28679,0
39870,0
20386,0
4348,0
25514,0
4947,0
34484,0
25600,0
40955,1
3141,0
24322,0
19450,0
15466,0
40717,1
18248,0
11385,0
18835,0
36411,0
15799,0
32087,0
33656,0
16010,0
11444,1
31196,0
36504,1
5396,0
22297,0
14645,0
17962,0
20919,0
21221,0
32672,0
6545,0
20323,0
25192,0
17314,0
34995,0
16385,0
14488,0
9728,0
19173,0
15621,0
41080,0
11115,0
3301,0
19725,0
32355,0
27512,0
26094,0
19146,0
3594,0
10087,0
37279,1
1588,0
29856,0
30662,0
40792,1
23631,0
35577,0
5373,0
27082,1
38957,0
1693,0
17824,0
20392,0
37614,0
21778,0
10631,0
28247,0
3300,0
29520,1
30898,0
27156,0
39230,1
19542,0
34450,0
10368,0
14324,0
24917,0
10416,0
37060,0
12676,0
32028,0
28264,0
39203,0
13818,0
32383,0
29335,0
13844,0
13260,0
14342,0
31752,0
25481,0
19197,0
9403,0
24383,0
16422,0
29649,1
30566,0
15957,0
2383,0
33424,0
19344,0
2483,0
34910,0
23842,0
36255,0
9376,0
11261,0
27789,1
27824,1
1185,0
9909,0
23615,0
7376,0
22966,0
38286,0
2948,0
13441,0
4760,0
14527,0
32442,0
27848,0
4739,0
10540,0
17960,0
7033,0
37823,1
22373,0
2093,0
37249,1
17451,1
34700,0
22057,0
107,0
8512,0
30933,0
29774,0
37941,1
9401,0
15412,0
11452,0
38838,1
31119,0
23159,0
9921,0
20302,0
22081,0
33735,0
35446,0
39646,1
37362,1
36787,0
30348,1
20689,0
7024,0
15397,0
39252,0
16043,0
29618,0
3344,0
12838,0
40125,1
31766,0
40031,0
27808,0
33869,0
2105,0
31714,0
16322,1
34751,0
32809,0
5378,0
22697,0
23227,0
14202,0
28159,0
36897,0
31435,0
11373,0
36619,1
24363,0
22496,0
26226,0
37580,1
37716,1
39822,0
6535,0
39366,0
8177,0
12126,0
34514,0
33763,0
27727,0
37884,0
37213,0
34879,0
22477,0
21735,0
2012,0
9253,0
13162,0
39360,0
30880,0
7543,0
39600,0
34859,0
11375,0
7590,0
5738,0
32531,0
14452,0
32066,0
25507,0
16579,0
28901,0
24198,0
19558,0
32899,0
23445,0
35417,0
35538,0
17340,0
16575,0
41154,0
2784,0
36245,0
20486,0
34260,0
22696,0
7146,0
4558,0
31704,0
12018,0
9477,0
17341,0
308,0
32575,0
32895,0
15292,0
13853,0
37763,1
30243,1
16893,0
12491,0
4263,0
38131,0
7674,0
11104,0
40147,0
4458,0
8857,0
38777,1
11692,0
24782,0
36391,1
4639,0
12492,0
23455,0
18812,0
2270,0
17715,0
38451,0
921,0
31972,0
13627,1
16140,0
13552,0
32807,0
3005,0
2511,0
33462,0
40637,0
2025,0
33314,0
39911,1
14600,0
3879,0
25972,0
215,0
39699,1
8679,0
16639,0
35138,0
10575,0
33243,0
32009,0
19460,0
8566,0
23874,0
22815,0
40448,1
7388,0
41177,0
13213,0
13519,0
6630,0
5532,0
12159,0
4629,0
14223,0
19642,0
24164,0
3007,0
34833,0
21340,0
14161,0
17823,0
38776,1
7719,1
5618,0
25369,1
7099,0
19827,0
20058,0
22794,0
39744,1
28480,0
30720,0
9422,0
39715,0
649,0
15343,0
32364,0
29482,0
18694,0
17802,0
34816,0
35254,0
10640,0
838,0
31958,0
803,0
6150,0
3864,0
36021,0
1430,0
15657,0
4016,0
11624,0
14210,0
27929,0
39832,0
840,0
26343,0
19406,0
9768,0
19891,0
4303,0
11178,0
4698,0
25323,0
39627,0
28989,0
30735,0
2136,0
11686,0
38969,0
24949,0
39430,0
10554,0
40718,1
4721,0
12351,0
29942,0
2144,0
3008,0
7379,0
377,0
5638,1
22442,0
30756,0
37688,1
18727,0
4007,0
1594,0
10188,0
33944,0
36995,0
102,0
31847,0
7450,0
32471,0
5358,0
4829,0
11965,0
28027,0
31643,0
16660,0
15199,0
3187,0
18476,0
27507,0
27341,0
5869,0
24536,0
25612,0
19349,0
8380,0
20369,0
13303,0
40685,1
20850,0
32906,0
9935,0
18029,0
19416,0
25370,0
16997,0
16275,0
2583,0
24008,0
12595,0
37367,1
38830,1
9774,0
16766,0
21614,0
10958,0
40710,0
6786,0
7832,0
11667,0
5927,0
35058,0
12862,0
21541,1
26605,0
12984,0
7006,0
26877,1
6262,0
27448,0
36126,0
16930,0
22009,0
23356,0
25296,0
11161,0
22754,0
9365,0
1722,0
32421,0
29369,0
37438,0
7899,0
19143,0
29137,0
2354,0
8584,0
10669,0
854,0
22784,0
17071,0
39941,1
37529,1
38276,1
7117,0
1675,0
12937,0
31530,0
16088,0
35753,0
61,0
15863,0
18688,0
28999,0
21632,0
34258,0
23598,0
27758,1
8932,0
36616,1
17586,0
4393,0
32599,0
13645,0
32744,0
18605,0
10605,0
10179,0
2636,0
19718,0
16227,0
19889,0
31572,0
24381,0
40825,0
4194,0
14986,0
21625,0
38416,1
29083,0
25347,0
11208,0
40061,1
3573,0
40870,1
21598,0
19860,0
2505,0
23270,0
39762,0
28567,0
33187,0
32484,0
4148,0
2736,0
16524,0
32435,0
5550,1
12807,0
31698,0
26122,0
12113,0
31032,0
21258,0
28890,0
37906,1
36790,1
34943,0
26978,0
17542,0
18081,0
15112,0
8262,0
35026,0
9659,0
12562,0
35975,0
34009,0
19395,0
32048,0
31926,0
17157,0
27396,0
35663,1
480,0
5947,0
41149,0
26119,0
10893,0
40727,1
6719,0
31723,0
18274,0
212,0
18487,0
20652,0
31045,0
27356,0
5598,0
28699,0
13509,0
27706,0
32166,0
18563,0
9060,0
25884,0
13992,0
6957,0
35689,0
21685,0
21912,1
1576,0
9054,0
13192,0
24628,0
7714,0
1464,0
7984,0
23098,0
23917,0
25676,0
33826,0
13447,0
37938,0
4275,0
22499,0
1872,0
9067,0
5237,0
16325,0
33711,0
10325,0
385,0
3171,0
36724,1
39176,0
785,0
38924,0
442,0
3675,0
35191,0
30148,1
26536,0
37904,1
10441,0
26308,0
21701,0
27193,0
32509,0
15263,0
16038,0
33253,0
12527,0
27304,0
27345,0
24812,0
28142,0
1593,0
27896,1
36877,0
874,0
12424,0
22917,0
7131,0
30994,0
11445,0
37329,0
25721,1
22137,0
10278,0
10998,0
13894,0
27112,0
3227,0
8040,0
36693,1
25825,0
28717,0
10762,0
30760,1
4427,0
3705,0
23019,1
11573,0
13846,0
4291,0
29324,0
7358,0
22840,1
18262,0
3223,1
100,0
38083,0
7406,0
30859,0
34755,0
16075,0
39958,1
26697,0
40004,1
14176,0
40853,0
24417,0
2712,0
31837,0
25447,1
38373,0
10357,0
7977,0
37358,0
31044,0
2021,0
24684,0
19110,0
39988,0
25381,0
15848,0
19865,0
13149,0
31439,0
5399,0
12432,0
34899,0
9897,0
30907,0
12722,0
9999,0
36510,0
26214,0
7757,0
15689,0
13218,1
28147,0
29351,0
2941,0
20078,0
39039,0
836,0
24073,1
14825,0
34239,0
33679,0
5105,0
20870,0
3011,0
5968,0
5324,0
30140,1
4444,0
18342,0
39619,1
9567,0
25980,0
28516,0
23069,0
2220,0
4791,0
17062,0
28349,0
18419,0
2739,0
24005,1
3855,0
14476,0
29835,0
32093,1
35971,0
801,0
16232,0
26996,0
17039,0
11777,0
38970,1
29472,0
7835,1
25651,0
32360,0
15142,0
28548,0
31397,0
3083,0
2858,0
5344,0
2200,0
39564,0
4747,0
31,0
40567,1
36962,0
12812,0
21828,0
35086,0
10685,1
22466,0
1172,0
26123,0
17317,0
24343,0
15738,0
38291,0
5219,0
38146,1
40800,0
32790,1
32476,0
26067,0
3426,0
38704,0
27187,0
26333,0
533,0
14633,1
27319,0
18595,0
23079,0
6171,0
15195,1
7534,0
30674,0
38667,0
15802,0
14329,0
18622,0
40983,0
34268,0
29585,0
7610,0
2809,0
5315,0
2329,0
39611,1
41072,0
10500,0
11858,0
4633,0
23055,0
5944,0
21965,0
6945,0
20670,0
32078,0
20811,0
33196,0
19176,1
6490,0
20421,0
15956,0
28063,0
10564,0
26209,0
6196,0
25596,0
15121,1
30039,1
34248,0
11336,0
37045,1
659,0
22385,0
40762,1
32004,0
27880,1
5728,0
12612,0
28306,0
14608,0
6126,0
26425,0
20213,1
23636,0
32108,0
23316,0
10360,0
20673,0
28229,0
41039,1
10257,0
8871,0
35174,1
7329,0
15593,0
11878,0
18747,0
22998,1
36945,1
29211,0
25850,0
40437,0
27294,0
26829,0
16292,0
5449,0
35361,0
29067,0
6018,1
30087,0
38659,0
35754,1
29515,0
2178,0
20983,0
9090,0
33618,0
37530,0
31124,0
39669,0
33569,0
4815,0
7239,0
24148,0
13476,0
38644,1
28936,0
10480,0
21005,0
348,0
29889,0
20398,0
8127,0
32375,0
33958,0
14070,0
32040,0
17428,0
15760,0
341,0
8060,0
15982,0
18490,0
26617,0
7851,0
32589,0
37691,0
32592,1
24981,0
38949,1
21550,0
16074,0
16087,0
623,0
27227,0
35206,0
2512,0
29624,0
39552,1
6711,0
30539,0
11844,0
4828,0
1755,0
9296,0
33901,0
27909,0
30845,0
38500,0
37174,0
11626,0
38308,0
8887,0
24235,0
40526,0
24907,0
18627,0
28050,0
18260,1
7194,0
13147,0
19729,0
33233,0
35408,1
9059,0
34947,0
14404,0
33890,0
2474,0
7171,0
30562,0
14187,0
2070,0
20049,0
40326,0
18561,0
20905,0
17325,0
851,0
21104,0
2355,0
31335,0
39788,0
38259,1
19982,0
26665,0
30251,0
36197,0
21779,0
17745,0
1820,0
33383,0
4671,0
1144,0
18475,0
6042,0
27610,0
33751,0
30421,1
21531,0
19155,0
22980,0
6214,0
28209,0
28721,0
1969,0
33707,0
28755,0
28687,0
9972,0
9906,0
5661,0
37549,0
2412,0
26275,0
29436,0
40495,1
25396,0
21125,0
33681,0
23947,0
2275,1
35852,0
10553,0
17643,0
6050,0
9343,0
38438,1
37244,0
37186,0
31955,0
18276,0
29642,0
15208,0
29961,0
22525,0
26459,0
19033,0
23770,0
1150,0
31043,0
15242,0
29051,1
11431,0
38284,1
19876,0
3287,0
5819,0
37075,1
12235,0
645,0
1975,0
18493,0
32013,1
14257,0
14497,0
8846,0
37638,0
8144,0
28307,0
40193,1
24607,0
4908,0
23288,0
30764,0
2316,1
16815,0
11601,0
3248,0
12710,0
39692,1
39629,1
21159,0
27208,0
36081,0
21120,0
34294,0
11211,0
10010,0
39653,0
36168,0
9075,0
25640,0
2934,0
23612,0
23238,0
39855,0
17167,0
15298,0
2476,0
15603,0
22062,0
14949,0
10247,1
34222,0
1567,0
33079,0
35817,0
32148,0
28947,1
12070,0
10312,0
8585,0
22892,0
38151,1
25005,0
3049,0
3658,0
6091,0
25690,0
27073,0
39754,1
13302,0
35639,0
3088,0
9381,0
10817,0
26029,1
1968,0
34122,0
6319,0
33410,0
40422,0
22424,0
24815,0
39635,0
29728,0
32693,0
111,0
21680,0
14126,0
4534,0
21654,0
41111,0
37314,0
4077,0
20936,0
49,0
11938,0
34304,0
29264,0
6634,0
26397,0
3391,0
33094,0
5665,0
11954,0
20339,0
17135,0
35947,0
19135,0
8048,0
39742,1
12932,1
15852,0
37106,0
20381,1
40201,1
40787,1
40039,0
10839,0
31451,0
38753,0
4301,0
2274,0
13820,1
38827,1
30885,0
4439,0
13197,0
27672,0
5971,0
3843,0
38986,0
39875,1
30297,1
20622,0
26112,0
9009,0
27697,1
28020,0
39748,0
14394,0
31545,0
9519,0
32061,0
652,0
1977,0
37773,0
14716,0
29131,0
7715,0
25986,0
769,0
28722,0
14598,1
11482,0
22990,0
30937,0
1072,0
8874,0
34477,0
9918,0
2714,0
4580,0
9203,1
15369,0
8937,0
1383,0
13299,0
38205,1
6385,0
29710,0
34610,1
2764,0
13335,0
30892,0
39287,1
14888,1
19042,0
34152,0
31513,0
18715,0
39006,0
2216,0
9030,0
39651,0
38247,0
10851,0
26982,0
6650,0
26644,0
8676,0
8908,0
7465,0
5583,0
33115,0
19551,0
19620,0
25497,0
13424,0
29876,0
10549,0
4269,0
27032,0
8950,0
4981,0
30032,1
25336,0
10413,0
5822,0
13802,0
40209,0
13569,0
38509,1
35741,0
16248,0
6965,0
37682,1
19602,0
22471,0
15363,0
20899,0
17642,0
26772,0
22256,0
22753,0
20826,0
37677,0
32372,0
7620,1
18174,1
16334,0
6272,0
30343,1
24206,0
13457,1
39308,0
27582,0
1463,0
8102,0
20890,0
27653,0
31920,0
1698,0
7566,0
22033,0
35150,0
32840,0
34415,0
40441,1
16027,0
14439,0
11390,0
37440,0
4320,0
9034,0
5748,0
39131,0
23924,0
37183,1
324,0
374,0
38095,1
17923,0
4088,0
20624,0
14348,0
9610,0
25830,0
268,0
20358,0
17521,0
1239,0
13863,0
7820,0
14491,0
39793,0
10606,0
24799,0
21626,0
36353,1
34801,0
13655,0
12835,0
4392,0
27412,0
38461,1
33169,0
24648,0
29222,0
9157,1
5619,1
1140,0
202,0
20554,0
3035,0
24641,0
36116,1
40214,0
6176,0
38415,1
2194,0
9789,0
36422,0
3070,0
28228,0
27119,0
28498,1
16211,0
26215,0
24169,0
40095,0
11561,0
2912,0
17892,0
7617,0
1700,0
21122,0
24309,0
7697,0
35482,0
41135,0
40348,1
14520,1
30556,0
4982,1
27945,1
13615,0
8824,0
16792,1
27851,1
2244,0
18392,0
10613,0
7746,0
19203,0
10085,0
27660,0
5142,0
37401,1
6537,0
21420,0
2086,0
27312,0
9926,0
41002,0
30252,1
27017,0
29320,0
7311,0
13347,0
8390,0
37038,1
39116,1
31694,0
9433,0
7582,0
31432,0
8869,0
13531,1
3949,0
6002,0
9189,0
39020,1
16773,0
38024,1
28724,1
16650,0
28348,0
19539,0
24116,1
31371,0
20765,0
360,0
15554,0
21489,0
14516,0
26278,0
35649,0
21696,0
17690,0
1437,0
33545,0
5234,0
28861,0
25517,0
40446,1
35234,1
12802,0
7591,0
13117,0
3397,0
17233,0
4455,0
4377,0
36860,0
40322,0
8823,0
30285,0
40156,1
5504,0
12657,0
12587,0
5012,0
22130,0
13577,0
30671,0
14015,0
553,0
35615,0
8275,0
10066,0
12609,0
6297,0
4818,0
27903,0
31577,0
40509,1
23611,0
5297,0
11523,0
2280,0
12421,0
28200,0
28779,0
22745,0
9397,0
35748,0
9597,0
8057,0
9916,0
38715,1
3191,0
20451,1
15600,0
4841,0
17736,0
11984,0
40602,0
8480,0
28988,0
15210,0
2538,0
13110,0
260,0
23126,0
549,0
22411,0
30581,1
1348,1
5477,0
2780,0
32068,0
15410,1
33937,0
33639,0
3695,0
8503,0
28397,0
38236,0
15016,0
18536,0
39980,0
30324,0
31023,0
36371,1
36960,1
2955,0
14248,0
9981,0
15572,0
7743,0
21830,0
38960,0
38410,0
23991,0
4452,0
26348,0
26984,0
12057,1
26567,0
14075,1
12801,0
11774,0
35958,0
791,0
33939,1
11843,0
9554,0
16931,0
2836,0
28492,0
21665,0
12459,0
21225,0
14123,0
15405,0
19824,0
7583,0
18628,0
7869,0
33503,1
38305,0
23913,0
32095,0
28588,0
36844,0
38344,0
29249,0
558,0
21627,0
14872,0
6562,0
20425,0
850,0
35666,0
31876,0
10976,0
15149,0
666,0
27421,0
955,0
25827,0
19671,0
12827,0
11837,0
1079,0
18412,0
3660,0
1769,0
12811,0
2101,0
32842,0
18238,0
23503,0
17377,1
13989,0
18268,0
15680,0
18313,0
21858,0
19417,0
39820,1
30110,0
32196,0
27873,1
39381,1
37860,1
22029,0
1429,0
35236,0
7279,0
10386,0
40078,1
33615,0
1259,0
35421,0
417,0
31609,0
38334,0
20651,0
3373,0
11271,0
33474,0
27219,0
5152,0
31712,0
28214,1
16028,0
13662,0
33172,1
26495,0
15474,1
13551,1
33291,0
27450,0
27354,0
2035,0
40107,0
5310,0
38281,0
28682,0
6745,0
24161,0
13622,0
18320,0
14145,0
19486,0
13344,0
15649,0
37696,0
29161,0
22719,0
30711,0
5577,0
14025,0
35033,0
11481,0
32237,0
31553,0
3194,0
24480,0
14829,0
4144,0
39819,0
35278,0
5639,0
29915,0
12950,0
41164,1
19631,0
24292,0
16776,0
14129,0
7120,0
40944,0
9364,0
2400,0
6829,0
3763,0
25545,0
14937,0
13801,0
816,0
21579,0
24569,0
36383,0
18780,0
2067,0
38922,0
37315,0
24317,0
16011,0
5572,0
36633,0
16655,1
17877,0
19248,1
37093,0
40225,1
16100,0
32665,1
24760,0
2260,0
32526,0
2675,0
32861,0
1680,0
32345,0
1612,0
13904,0
1264,0
14597,1
9115,0
923,0
24263,0
27846,1
6935,0
35396,0
34205,1
11726,0
3444,0
35002,0
26359,1
8405,0
15078,0
32772,0
30094,0
40900,1
13124,0
6608,0
31830,0
15539,0
29628,0
727,0
29731,0
28709,0
26281,0
1434,0
30941,1
37560,0
1298,0
12384,1
26968,0
19738,0
32002,0
21756,0
12332,0
17305,0
40840,0
24394,0
32468,0
39974,1
20271,0
35217,0
20913,0
17728,0
27626,0
31135,0
17561,0
27265,0
32887,0
40304,0
23410,0
8675,0
8001,0
21776,0
22610,0
13304,0
15413,0
5724,0
29352,1
16339,0
9039,0
21068,0
7274,0
37427,0
34136,1
20107,0
36976,1
24187,0
3214,0
28069,0
26040,0
16214,0
16000,0
1173,0
4197,0
17735,0
21369,0
19256,0
7338,0
3451,0
20793,0
38328,0
8559,0
29776,0
36089,1
23083,0
13523,0
15788,0
15316,1
21982,0
28537,0
40257,0
5361,0
25764,0
17215,0
37795,0
4027,0
21257,0
33970,0
13056,0
16046,0
6151,0
40301,1
22046,0
35137,0
21179,0
12431,0
35846,0
18314,0
15825,0
3403,0
37055,0
36521,0
12671,0
13444,0
18579,0
35681,0
34216,0
5411,0
32247,0
21558,0
23748,0
4384,0
16362,0
35892,1
15274,0
29281,0
7397,1
9960,0
39302,0
11935,0
27785,0
37816,1
16852,0
3678,0
38110,1
19878,0
9752,0
7095,1
39374,0
30731,0
23911,0
21639,0
19265,0
23367,0
15831,0
36301,1
21827,0
18906,0
33181,0
23234,0
27843,0
28157,0
25833,0
12667,0
29348,1
20234,1
26254,0
27348,0
13170,0
34538,0
34077,0
22542,0
11994,0
8947,0
15221,0
7951,0
4204,0
37541,0
30963,0
30881,0
6116,0
31282,0
16024,0
14761,0
32553,0
31148,0
24377,0
878,0
39400,1
18527,0
12712,0
32734,0
14985,0
6886,0
30942,0
8749,0
32804,0
37053,0
38607,0
18723,0
18233,0
31374,0
22869,0
21818,0
9026,0
25973,0
32425,0
36714,0
33888,0
27645,0
20432,0
5018,0
39512,0
11899,0
36645,1
38352,0
6011,0
14487,0
16881,0
21687,0
39771,0
1914,0
24565,0
38064,0
33427,0
30326,1
13375,0
37349,0
28711,0
3570,1
27579,0
17639,1
26964,0
9252,0
5394,0
22677,0
3243,0
11141,0
9487,0
3189,0
25512,0
10275,0
29801,0
18480,0
7745,0
33097,0
38318,1
26441,1
25693,0
12581,0
7795,0
662,0
6636,0
31822,0
40273,1
32444,0
11145,0
27239,0
10362,0
9603,0
18470,0
29852,0
14392,0
9183,0
3205,0
10189,0
1215,0
14361,0
27071,0
36069,1
8894,0
41179,0
9270,0
32163,0
15202,0
28158,0
39577,0
22399,0
30464,1
6610,0
10165,0
23408,0
14206,0
40754,1
30453,0
6861,0
20632,1
1788,0
32063,0
38176,0
18881,0
22315,0
24296,0
11972,0
14280,0
4415,0
21739,0
12848,0
14268,0
34535,1
13993,0
17286,0
37373,0
19863,0
10049,1
40968,1
21715,1
12513,0
4164,1
6697,0
39235,0
29534,1
30869,0
1020,0
8748,0
24553,0
12745,0
40804,0
10061,1
2957,0
13222,0
6602,0
24021,0
28411,0
109,0
567,0
5782,0
7937,0
35344,0
13851,0
744,0
28866,0
26784,0
27782,1
29463,0
34362,0
33507,1
40187,0
12037,0
14709,0
1572,0
40816,1
28399,0
27130,0
13781,0
20839,0
32562,0
5117,0
37354,0
6296,0
30265,0
17659,0
10498,0
35468,0
8731,0
29732,0
5896,0
28762,0
9480,0
13029,0
849,0
18100,0
10737,0
17684,0
19658,0
14076,0
137,0
14661,0
37478,1
21141,0
7365,0
21520,0
15950,0
34832,0
38816,0
14074,1
27118,0
34128,0
13086,0
28421,0
16680,0
38173,1
2246,0
1455,0
37261,0
15473,0
33483,0
37361,0
34753,0
2607,0
37172,0
40017,1
8052,0
24728,0
5759,0
35377,1
15049,0
2298,0
8582,0
26524,0
32223,0
2068,0
26834,0
6601,0
24516,0
35851,0
28616,0
33976,0
10777,0
37130,0
798,0
15992,0
36468,1
10248,0
17743,0
24172,0
14913,0
5754,0
4811,0
33682,0
2660,0
35604,0
545,0
21533,0
735,0
25956,0
38102,0
8494,0
38603,1
11328,0
22085,0
14131,0
29185,0
29002,0
8111,0
14542,0
31207,0
36534,0
22364,0
23185,0
9444,0
17008,0
11911,0
33178,1
30716,0
32142,0
13225,0
27867,1
12293,0
756,0
36273,0
3604,0
17453,0
25963,0
20453,0
39050,0
21675,0
24526,0
22834,0
3881,0
8422,0
35650,0
14585,0
9118,0
30139,1
24182,0
33320,1
33042,0
9751,0
26671,0
24306,0
21051,0
27897,1
15118,0
13510,0
7430,0
27613,0
32994,0
25375,0
1290,0
23028,0
22291,0
11386,0
1552,0
41036,0
13998,0
19724,0
28316,0
15646,0
39554,1
16995,0
26675,0
12014,0
9646,0
27692,0
11064,0
24220,0
18825,0
35060,0
24546,0
38714,0
39730,1
13099,0
1995,0
21936,0
40878,0
24518,0
17447,0
16968,0
30551,0
3638,0
28926,0
9206,0
4012,0
15327,0
17578,0
10666,0
13682,0
19434,0
27754,1
5263,0
10029,0
22063,0
16270,0
9425,0
5837,0
14100,0
13297,0
26627,0
18173,0
29441,0
6964,0
4649,0
31246,1
39462,1
12964,0
20267,0
39710,0
16899,0
28716,0
7298,0
217,0
2705,0
17347,0
17526,0
5127,0
20409,0
18088,0
9244,0
29412,0
19258,0
40474,0
14314,0
40199,1
16634,0
18390,0
27555,0
12691,0
19657,1
14896,0
6450,0
6259,0
3209,0
32204,0
24010,0
38675,0
18213,0
25658,0
13843,0
35807,0
17490,0
1069,0
11572,0
8822,0
5253,0
38238,0
25979,0
33315,0
40188,1
31088,1
21074,0
38769,0
10023,0
11136,0
20284,0
24026,0
35859,0
40152,0
34321,0
23844,0
18104,0
40070,1
20901,0
28892,0
12305,0
21022,0
40412,0
34337,0
25962,1
8633,0
4006,0
18626,0
39561,1
26013,0
24676,0
5737,0
30316,1
32326,0
15070,0
16382,0
33598,0
8114,0
37615,0
22401,1
4236,0
15710,1
18381,0
22437,0
16892,0
23591,0
7271,0
17619,0
2027,0
24274,0
37250,1
3567,0
8782,0
23153,0
10328,0
35903,0
26462,0
552,0
6897,0
40175,1
32514,0
23882,0
35107,0
28509,0
4726,0
17431,0
4304,0
17424,0
252,0
38467,0
39277,1
26914,0
41071,0
33,0
5295,0
21710,0
8595,0
11081,1
946,0
20052,0
13799,1
19464,0
24605,0
36249,1
4990,0
4470,0
1555,0
5046,0
34834,0
6656,0
28524,0
12110,0
10115,0
25199,0
37793,0
18894,0
14,0
37046,1
40890,0
807,0
6878,0
13822,0
31422,0
15960,0
7677,0
16319,0
27417,0
18562,0
7788,0
15589,1
34750,0
32047,0
15245,0
27989,0
10055,0
36660,1
5744,0
9609,0
40776,0
18807,0
16419,0
8723,0
35742,0
38593,0
24100,1
25534,0
35,0
34351,0
21594,0
204,0
29829,0
20942,0
7879,0
15735,0
11167,0
33278,0
5376,0
28885,0
9872,0
13525,0
36649,0
33773,1
34464,0
16101,0
5342,0
18646,0
23780,0
3889,0
5431,0
40486,0
11301,0
28698,0
17358,0
10659,1
32339,0
22410,0
1332,0
17676,0
35414,0
21927,0
10040,0
17989,0
5647,0
11922,0
9196,1
33116,0
9782,0
19695,0
1118,0
22800,0
21728,0
14249,0
16514,0
8261,0
36033,1
1406,0
32193,0
14116,0
25262,0
33378,0
23467,0
21276,0
29683,0
14052,0
18992,0
21953,0
12315,0
20273,0
9868,0
19068,0
1468,0
25062,0
6973,0
21075,0
28984,0
4976,0
29916,0
19322,0
29666,0
25704,0
40083,1
24840,0
9846,0
28847,0
24584,0
27274,0
16900,0
3651,0
31258,1
33046,1
31290,0
7427,0
1280,0
21845,0
9192,0
34981,0
28168,1
1245,0
15498,1
32785,0
27405,0
21913,0
21815,0
16955,0
74,0
31909,0
22617,0
12916,0
38999,1
39143,0
18142,0
39982,1
7491,0
11823,0
13865,0
36653,0
37708,1
33734,0
5887,0
3967,0
33519,0
18166,0
2404,0
21402,0
25440,0
5589,0
37355,1
27928,0
20170,0
5,0
12025,0
2616,0
40677,1
26205,0
20831,0
1870,0
1018,0
31671,0
22074,0
11656,0
11859,0
2882,0
11089,0
25503,0
30988,0
14420,0
23401,0
16153,0
5629,0
28318,0
23303,0
16356,0
18525,0
33106,0
12207,0
8547,0
12951,0
29196,0
17884,0
18223,0
36717,0
22321,0
33661,0
96,0
29903,0
15965,0
14195,0
20012,0
17819,0
10015,0
15951,1
24769,0
8156,0
39816,1
27041,0
22518,0
2158,0
15946,0
31241,1
35258,0
30196,0
2799,0
31116,0
12208,0
3655,0
31084,0
16511,0
21311,0
4765,0
24040,1
20076,0
19214,0
33894,0
2117,0
246,0
28451,0
21811,0
5587,0
29201,0
22431,0
33235,0
10169,0
29231,0
26185,0
15850,0
2097,0
13593,0
2901,0
23054,0
24178,0
36361,0
3074,0
20013,0
1099,0
37810,0
39783,0
16554,0
13789,1
34710,0
12713,0
14784,0
3632,0
22678,0
12021,0
27786,0
13755,0
6967,1
1380,0
39883,1
32523,0
21931,1
6404,0
10744,0
3122,0
15908,0
13513,0
27177,0
13413,0
17544,0
18000,0
13059,0
8989,0
31949,0
4487,0
12896,0
4715,0
37697,0
8019,0
17763,0
10234,0
21577,0
